year,state,Asian,Black,Hispanic,Indigenous,White,Female,Male,age20,age3045,age4565,age65,total
1991,NH,0.008294245,0.005140338,0.00910055,0.001778242,0.975686625,0.516805882,0.483194118,0.279494547,0.472396992,0.184103253,0.064005208,869398
1991,NJ,0.035080126,0.121723084,0.093751489,0.00159623,0.747849071,0.523729211,0.476270789,0.270924697,0.449277812,0.210602906,0.069194585,6254738
1991,NM,0.008645813,0.017780639,0.363674178,0.074852458,0.535046912,0.513456443,0.486543557,0.295820875,0.453360308,0.191843372,0.058975445,1163569
1991,NV,0.032377815,0.058561314,0.098586882,0.013287442,0.797186547,0.491831055,0.508168945,0.280713935,0.470661815,0.202807552,0.045816698,1016900
1991,NY,0.040254423,0.136262849,0.117030261,0.002690834,0.703761632,0.528241565,0.471758435,0.28617963,0.438810595,0.204413467,0.070596308,14432327
1991,OH,0.008622572,0.099737974,0.011561411,0.001791725,0.878286318,0.525964805,0.474035195,0.281417585,0.438664652,0.210418257,0.069499506,8585025
1991,OK,0.010519654,0.067608355,0.023802463,0.070538876,0.827530652,0.520480745,0.479519255,0.282436208,0.430495784,0.209253607,0.077814401,2461678
1991,OR,0.024147691,0.014309888,0.036015683,0.011723196,0.913803541,0.513606409,0.486393591,0.260618259,0.461292953,0.202112618,0.07597617,2292890
1991,PA,0.011492589,0.085429544,0.01751634,0.001105351,0.884456176,0.528480525,0.471519475,0.26577667,0.422481618,0.23019595,0.081545762,9599665
1991,RI,0.016552297,0.032170517,0.042126657,0.003331789,0.90581874,0.527746519,0.472253481,0.290419698,0.417430968,0.211008387,0.081140948,815778
1991,SC,0.006289195,0.275276996,0.008682003,0.002265058,0.707486748,0.522823901,0.477176099,0.307955979,0.438707798,0.197077961,0.056258263,2786684
1991,SD,0.004038546,0.003833992,0.005507962,0.056601578,0.930017922,0.512816567,0.487183433,0.280401227,0.414311317,0.213718296,0.091569159,532865
1991,TN,0.006369986,0.146456354,0.006584851,0.001924127,0.838664683,0.526190953,0.473809047,0.288007658,0.440622436,0.203178212,0.068191694,3937371
1991,TX,0.019039459,0.110945762,0.238144898,0.003218452,0.628651428,0.513378341,0.48662166,0.316155948,0.451511586,0.176014105,0.056318361,13164712
1991,UT,0.020198859,0.006453892,0.048381607,0.011875419,0.913090222,0.509821982,0.490178018,0.359781494,0.425714106,0.161936877,0.052567523,1239872
1991,VA,0.02582857,0.1778016,0.025445857,0.002267028,0.768656945,0.515071809,0.484928191,0.30161411,0.46059521,0.18299208,0.054798599,4990675
1991,VT,0.00562754,0.002856437,0.006018279,0.00274191,0.982755833,0.516857919,0.483142081,0.284725248,0.4617974,0.186391503,0.06708585,445310
1991,WA,0.04291464,0.027804253,0.038953024,0.01436943,0.875958653,0.508662006,0.491337994,0.278721845,0.471601312,0.185715427,0.063961416,3893613
1991,WI,0.009170144,0.042697707,0.016557032,0.006825694,0.924749423,0.516884612,0.483115388,0.284126004,0.437050779,0.200580558,0.078242659,3852502
1991,WV,0.003986825,0.029471931,0.004022107,0.001164986,0.961354151,0.527072433,0.472927567,0.264819846,0.425607968,0.229947057,0.079625129,1445511
1991,WY,0.005779105,0.006882652,0.050594754,0.01669261,0.920050879,0.502697884,0.497302117,0.274884999,0.480748902,0.18581709,0.058549009,344344
1992,AK,0.036716655,0.037759172,0.028675047,0.136532407,0.76031672,0.46953145,0.53046855,0.30094223,0.565016209,0.115824335,0.018217226,428770
1992,AL,0.005652995,0.234937497,0.006058881,0.003900794,0.749449833,0.528778691,0.471221309,0.288971482,0.432860035,0.207383203,0.070785281,3264464
1992,AR,0.005192255,0.142432874,0.008332313,0.005142421,0.838900137,0.525211913,0.474788087,0.275895669,0.420432695,0.218865688,0.084805948,1886271
1992,AZ,0.015636631,0.026945092,0.175828663,0.043282039,0.738307576,0.510233295,0.489766705,0.289250997,0.433871358,0.205792106,0.071085539,3017210
1992,CA,0.098578434,0.067708451,0.242484609,0.006252891,0.584975615,0.503214961,0.496785039,0.305831422,0.464064806,0.17326345,0.056840322,23730302
1992,CO,0.018112754,0.036893929,0.120938553,0.006544256,0.817510509,0.506971344,0.493028656,0.27916581,0.496617823,0.170560562,0.053655806,2707871
1992,CT,0.01662678,0.075470526,0.060812541,0.001936968,0.845153184,0.522818486,0.477181514,0.262424332,0.457282121,0.203788986,0.076504561,2639176
1992,DC,0.02362656,0.623484494,0.056949534,0.002250052,0.29368936,0.539278046,0.460721954,0.320837302,0.429903298,0.182292592,0.066966808,495544
1992,DE,0.015282525,0.158597586,0.023228413,0.003167012,0.799724465,0.521504944,0.478495057,0.287239376,0.445902827,0.205469728,0.06138807,546572
1992,FL,0.012442187,0.117425951,0.125553002,0.002545458,0.742033403,0.521082728,0.478917272,0.245980735,0.412532252,0.243871971,0.097615042,11003130
1992,GA,0.013013908,0.25289281,0.019527674,0.001916682,0.712648927,0.520717723,0.479282277,0.305903282,0.467362669,0.172573455,0.054160594,5284654
1992,HI,0.631065394,0.023900186,0.062222898,0.00321835,0.279593172,0.492891204,0.507108796,0.287709011,0.461882222,0.193941658,0.056467109,907608
1992,IA,0.009228914,0.015704837,0.010978516,0.002012653,0.96207508,0.521539632,0.478460368,0.26875263,0.423830386,0.214129879,0.093287105,2212503
1992,ID,0.009112484,0.00303084,0.048559571,0.011365962,0.927931143,0.506323712,0.493676288,0.286704483,0.452605849,0.19096912,0.069720549,801428
1992,IL,0.026498575,0.137262878,0.076240645,0.00158062,0.758417282,0.520440809,0.479559192,0.284742465,0.449331294,0.195500439,0.070425802,9132491
1992,IN,0.007202071,0.073088158,0.017025057,0.002052507,0.900632207,0.521411356,0.478588644,0.287047272,0.443899634,0.199642523,0.069410571,4454552
1992,KS,0.012920746,0.053097549,0.035696411,0.007679649,0.890605645,0.51520823,0.48479177,0.277430513,0.438596805,0.200222486,0.083750196,1956079
1992,KY,0.004913827,0.06667653,0.005606366,0.001312286,0.921490991,0.522500784,0.477499216,0.287412872,0.442504923,0.200788517,0.069293688,2967341
1992,LA,0.009911842,0.287346323,0.022313245,0.004058825,0.676369765,0.526718371,0.473281629,0.302744908,0.444374829,0.19128869,0.061591573,3254390
1992,MA,0.025192332,0.044188364,0.043442446,0.001776329,0.885400529,0.527296098,0.472703902,0.285917407,0.439802993,0.196570966,0.077708634,4843696
1992,MD,0.03124996,0.242376183,0.02723227,0.002610761,0.696530827,0.522513316,0.477486684,0.276889141,0.48095666,0.185903962,0.056250238,3865157
1992,ME,0.005388092,0.003531364,0.004720079,0.004506274,0.981854191,0.520515055,0.479484945,0.260566982,0.455625733,0.20690396,0.076903325,977526
1992,MI,0.01167329,0.130876059,0.02012885,0.005387756,0.831934046,0.520505491,0.479494509,0.284429671,0.453334113,0.196851575,0.06538464,7370416
1992,MN,0.016157266,0.020217944,0.011707176,0.009241383,0.942676231,0.514631084,0.485368916,0.276445933,0.462033081,0.185121817,0.076399169,3464200
1992,MO,0.008695612,0.09959755,0.011398713,0.003722279,0.876585847,0.525507757,0.474492243,0.271907483,0.437798654,0.208489521,0.081804342,4079759
1992,MS,0.004805186,0.329126526,0.005755729,0.002722189,0.65759037,0.530669483,0.469330517,0.307989203,0.420649457,0.199075145,0.072286194,2000963
1992,MT,0.004528649,0.002212952,0.012598022,0.048542692,0.932117685,0.50908496,0.49091504,0.253567991,0.462635089,0.206360974,0.077435947,632639
1992,NC,0.008359559,0.205642898,0.012866028,0.010962694,0.762168821,0.520627461,0.479372539,0.294081933,0.442909175,0.19978671,0.063222181,5492993
1992,ND,0.005292634,0.004363284,0.005825137,0.033033404,0.951485541,0.505385771,0.494614229,0.284336315,0.420817017,0.202288345,0.092558322,493894
1992,NE,0.008182064,0.032422063,0.022845648,0.006021022,0.930529202,0.518128565,0.481871435,0.274056965,0.435697943,0.203220749,0.087024344,1244307
1992,NH,0.008756973,0.005289477,0.009451389,0.001804794,0.974697368,0.516369191,0.483630809,0.268199194,0.481934876,0.184071752,0.065794178,872676
1992,NJ,0.037777257,0.122983556,0.096940509,0.001603432,0.740695246,0.523518468,0.476481532,0.263011776,0.457897406,0.208089918,0.071000899,6284019
1992,NM,0.009008534,0.0179995,0.367222422,0.075228957,0.530540587,0.513149298,0.486850703,0.289394141,0.459667819,0.191431351,0.059506689,1195311
1992,NV,0.034026472,0.059469088,0.103014758,0.013187095,0.790302587,0.492225266,0.507774734,0.272681803,0.47632163,0.203167917,0.047828651,1061644
1992,NY,0.042853677,0.137619896,0.119068819,0.002752368,0.697705242,0.527788179,0.472211821,0.280426322,0.445720742,0.202402031,0.071450906,14478081
1992,OH,0.009023992,0.100919997,0.011971365,0.001844205,0.876240442,0.525280067,0.474719933,0.275758357,0.4449432,0.208553408,0.070745036,8643292
1992,OK,0.010972471,0.068400005,0.025333558,0.070741813,0.824552154,0.51923605,0.48076395,0.278673136,0.435954157,0.207582254,0.077790454,2498070
1992,OR,0.02532699,0.014427107,0.038492759,0.011820826,0.909932318,0.512919431,0.487080569,0.257327338,0.466604417,0.198994854,0.07707339,2344337
1992,PA,0.012255062,0.086359744,0.018320083,0.00112246,0.881942651,0.528032373,0.471967627,0.260214775,0.42896983,0.227241034,0.083574361,9630633
1992,RI,0.017168156,0.033067143,0.044972051,0.003408592,0.901384058,0.527780574,0.472219426,0.283346385,0.425255246,0.208262858,0.083135511,814706
1992,SC,0.006444436,0.276712096,0.009420287,0.002277253,0.705145927,0.522358326,0.477641674,0.301722619,0.443917951,0.196534599,0.05782483,2827090
1992,SD,0.004337239,0.004157217,0.005576981,0.057555185,0.928373378,0.512089336,0.487910664,0.276675785,0.42050436,0.210817301,0.092002554,538822
1992,TN,0.006700435,0.147269754,0.007087604,0.0019416,0.837000606,0.525640481,0.47435952,0.283016961,0.446242704,0.20200973,0.068730604,3998248
1992,TX,0.020383953,0.1107771,0.244180263,0.003277584,0.6213811,0.512851767,0.487148233,0.309899619,0.458612069,0.174826705,0.056661607,13437335
1992,UT,0.020951551,0.006644136,0.050162878,0.0117244,0.910517036,0.508720283,0.491279717,0.360265302,0.427976919,0.159137831,0.052619948,1294224
1992,VA,0.027390205,0.179820851,0.026368791,0.002314732,0.764105422,0.514408949,0.485591051,0.293669875,0.468375184,0.182228188,0.055726754,5075318
1992,VT,0.00601278,0.003248463,0.005979313,0.002822325,0.981937119,0.516503351,0.483496649,0.276474079,0.468733546,0.186559039,0.068233336,448212
1992,WA,0.045063983,0.028362285,0.040898935,0.014476789,0.871198009,0.508211464,0.491788536,0.272688815,0.48000094,0.182742612,0.064567633,3999713
1992,WI,0.009742815,0.043539693,0.017463667,0.006871602,0.922382224,0.516096697,0.483903303,0.27788715,0.444811673,0.198428734,0.078872444,3904621
1992,WV,0.004241338,0.029345138,0.004160263,0.001196891,0.96105637,0.526000782,0.473999218,0.26300417,0.428860198,0.227932916,0.080202716,1455437
1992,WY,0.005636751,0.007138368,0.050420766,0.016870437,0.919933679,0.502174216,0.497825784,0.27045313,0.485195708,0.185065738,0.059285424,351621
1993,AK,0.038264601,0.039540697,0.028884501,0.136599286,0.756710915,0.470351897,0.529648104,0.290637021,0.572204404,0.118186073,0.018972503,438055
1993,AL,0.006069815,0.236393908,0.006583956,0.004039805,0.746912517,0.528258268,0.471741733,0.285145231,0.43730699,0.206908371,0.070639408,3314269
1993,AR,0.00568862,0.142983065,0.009513969,0.005150908,0.836663439,0.524681715,0.475318285,0.272479643,0.42620239,0.216936684,0.084381283,1922962
1993,AZ,0.016423085,0.026852355,0.181640834,0.043147172,0.731936553,0.509695718,0.490304282,0.28366013,0.438796719,0.205226186,0.072316966,3134064
1993,CA,0.102692156,0.067324418,0.24925627,0.006310839,0.574416317,0.503712523,0.496287477,0.298530543,0.470139704,0.173062991,0.058266762,23861803
