commune,year,kontakt,burgle,violentcrime,violentcrime_rate,drug_smuggling,drug_total,drug_trafficking,murder,murderrate,age1565,lowbracket,pop,pctforeign,eAdminhead,eEducationhead,eHospitalHealthInsurance,eHousinghead,eSocialhead,eTotalhead,eTraffichead,eUtilitieshead,lowincome,lowincome_rate,sd_share,seatsCDP,seatsCPP,seatsCoPP,seatsDPP,seatsDR,seatsLDP,seatsPP,seatsSDP,seatsSLP,seatsSPP,seatsSlesvig,seatsUL,seatsmisc,totalseats,unemp_rate,unemployed,pct1565,crime_vtheft
Næstved,2004,180811,230,163,3.402780771,0,5,5,0,0,34375,2228,47902,0.039246794,3.981503963,7.339255333,0,0.193749741,27.75508308,39.53565598,1.02304709,-0.756982982,16801,0.350736916,0.523809552,0,0,2,1,0,5,0,11,0,1,0,0,1,21,0.026679471,1278,0.717610955,393
Nørager,2004,13070,53,7,1.254930019,0,0,0,0,0,3674,351,5578,0.031373251,4.953746796,9.325385094,0,0.414485484,25.49910355,41.20795822,1.430978894,-0.415740401,2304,0.413051277,0.15384616,0,0,2,0,0,5,0,2,1,0,0,0,3,13,0.027608462,154,0.658659041,60
Nørhald,2004,23900,41,6,0.693641603,0,4,4,0,0,6003,501,8650,0.022774566,3.95572257,9.574335098,0,0.313063592,24.89075089,39.95514297,1.534450889,-0.313179195,3409,0.394104034,0.466666669,0,0,0,0,0,8,0,7,0,0,0,0,0,15,0.037919074,328,0.693988442,47
Nørre Aaby,2004,5983,46,15,2.764467478,0,0,0,0,0,3666,303,5426,0.022852931,4.139882088,9.206782341,0,0.374493182,22.92038345,37.54312515,1.328603029,-0.427018046,2728,0.502764463,0.400000006,0,0,0,1,0,6,0,6,0,0,0,0,2,15,0.023590121,128,0.675635815,61
Nørre Alslev,2004,17903,20,20,2.095996618,0,0,0,1,0.0001048,6601,587,9542,0.024732761,3.689058781,7.501572132,0,0.665059745,24.18643951,36.68004608,1.230769277,-0.592852652,3730,0.390903383,0.294117659,0,0,1,1,0,9,0,5,1,0,0,0,0,17,0.031754348,303,0.691783667,40
Nørre Djurs,2004,30084,23,34,4.431699753,0,0,0,0,0,5252,493,7672,0.027763296,4.371741295,9.037799835,0,0.254822731,25.39754868,39.88047409,1.350495338,-0.531934321,3481,0.453727841,0.333333343,0,0,1,1,0,5,0,5,0,0,0,0,3,15,0.036887381,283,0.684567273,57
Nørre Rangstrup,2004,21676,56,38,3.99117732,0,1,1,0,0,6498,671,9521,0.032034449,4.147148609,9.502048492,0,0.875958383,22.67146301,38.04915619,1.540069342,-0.687532842,4147,0.435563505,0.235294119,0,1,2,0,0,9,1,4,0,0,0,0,0,17,0.030353954,289,0.682491362,94
Nørre Snede,2004,16919,34,25,3.449227333,0,0,0,0,0,4886,430,7248,0.0321468,3.809050798,8.278973579,0,0.689155638,25.28311348,38.25358582,0.901628017,-0.708333313,3042,0.419701993,0.235294119,0,0,0,4,0,5,0,4,0,1,0,0,3,17,0.03049117,221,0.674116969,59
Odder,2004,50714,89,60,2.875904799,0,0,0,0,0,14337,1195,20863,0.029190432,3.643963099,8.778746605,0,0.37012893,23.76417542,37.21295929,0.974739969,-0.318794042,8141,0.390212327,0.368421048,0,0,3,0,0,6,0,7,0,1,0,0,2,19,0.029238364,610,0.687197447,149
Odense,2004,811977,2094,920,4.967441559,1,18,17,1,5.40E-06,133492,9160,185206,0.05970649,4.374988079,8.488596916,0,0.342888445,28.4934082,40.59854507,0.987441003,-2.088776827,68455,0.369615465,0.482758611,0,0,5,1,0,5,0,14,1,2,0,1,0,29,0.039977107,7404,0.720775783,3014
Otterup,2004,28735,38,32,2.933357954,0,0,0,0,0,7488,514,10909,0.024841873,4.307819366,9.255752563,0,0.684755683,23.47520447,38.12879181,0.704830885,-0.29956916,4057,0.371894777,0.411764711,0,0,0,1,0,9,0,7,0,0,0,0,0,17,0.033641946,367,0.686405718,70
Pandrup,2004,16477,50,35,3.2473557,0,0,0,0,0,7535,636,10778,0.028762294,4.107812405,8.524680138,0,0.91092968,25.15800667,40.08053589,1.399981499,-0.020875858,4572,0.424197435,0.411764711,0,0,0,1,0,9,0,7,0,0,0,0,0,17,0.062720358,676,0.699109316,85
Præstø,2004,14753,71,21,2.805611134,0,0,0,0,0,5168,521,7485,0.039412159,5.065464497,7.533734322,0,0.685771525,25.4578495,39.68416977,1.665197015,-0.723847687,2575,0.34402138,0.333333343,0,0,1,0,0,7,0,5,0,2,0,0,0,15,0.029525718,221,0.690447569,92
Purhus,2004,15873,67,9,1.049195647,0,1,1,0,0,5914,418,8578,0.025180696,3.968057871,10.14420605,0,0.56236887,22.03404045,37.60585403,1.035905838,-0.138726979,2804,0.32688272,0.466666669,0,0,1,1,0,6,0,7,0,0,0,0,0,15,0.032641642,280,0.689438105,76
Ramsø,2004,17714,51,7,0.758314371,0,0,0,0,0,6631,551,9231,0.023182753,4.809771538,9.839671135,0,0.652908683,22.27169228,37.8360939,0.874011457,-0.611959696,3960,0.428989261,0.533333361,0,0,1,0,0,6,0,8,0,0,0,0,0,15,0.020691149,191,0.718340397,58
Randers,2004,257389,610,307,4.940695763,5,25,20,1,1.61E-05,43911,2509,62137,0.041231472,3.99262929,8.076991081,0,0.570899785,31.06799507,43.9737854,0.598532259,-0.333263606,21654,0.348488033,0.280000001,0,0,3,1,0,6,0,7,0,1,0,0,7,25,0.039686501,2466,0.706680417,917
Ravnsborg,2004,21112,23,6,1.07009089,0,0,0,0,0,3835,380,5607,0.021936866,5.50472641,6.711075306,0,0.572855353,34.61351776,50.51507187,3.30836463,-0.195469946,2190,0.390583187,0.461538464,0,0,1,1,0,3,0,6,0,0,0,0,2,13,0.044052079,247,0.683966458,29
Ribe,2004,32725,63,32,1.766882062,0,3,3,0,0,12591,1051,18111,0.033515543,3.936060905,8.745182037,0,0.728617966,23.15929604,37.24531937,1.285903573,-0.609739959,8135,0.449174523,0.238095239,0,0,3,0,0,10,0,5,0,2,0,0,1,21,0.025454143,461,0.695212841,95
Ringe,2004,33518,51,38,3.401056051,0,0,0,0,0,7634,689,11173,0.024344401,4.082252026,8.376085281,0,0.765864134,26.16915703,40.10319519,1.111787319,-0.401951134,4810,0.430502117,0.263157904,0,0,1,1,0,10,0,5,1,1,0,0,0,19,0.029535487,330,0.683254302,89
Ringkøbing,2004,28376,24,40,2.240017891,0,7,7,0,0,12220,1007,17857,0.039872319,4.318026543,8.841966629,0,0.432715476,23.08478546,37.28840256,0.913535297,-0.302626431,8288,0.464131713,0.263157904,0,0,1,0,0,10,0,5,0,0,0,0,3,19,0.024584197,439,0.684325457,64
Ringkøbing County,2004,,1102,683,2.48517251,0,46,46,2,7.28E-06,190780,15117,274830,0.036113232,3.945937395,8.405927658,0,0.524142206,23.25714874,36.87797928,1.037790656,-0.292966574,114805,0.417730957,0.248344377,0,16,14,9,0,132,0,75,9,6,0,0,41,302,0.027329622,7511,0.694174588,1785
Ringsted,2004,100943,95,71,2.334144115,6,9,3,0,0,21378,1669,30418,0.045893878,4.273850918,9.583831787,0,0.814813614,25.49473953,40.30728531,1.145801783,-1.00575316,11476,0.377276599,0.333333343,0,0,1,3,0,6,0,7,1,2,0,0,1,21,0.03231639,983,0.702807546,166
Rosenholm,2004,26085,44,17,1.656112909,0,0,0,0,0,7067,529,10265,0.028933268,4.445981503,9.984413147,0,0.404578656,22.31271362,37.63263702,1.055918217,-0.570969284,3895,0.379444718,0.333333343,0,0,3,0,0,5,0,5,0,1,0,0,1,15,0.031173892,320,0.688455939,61
Roskilde,2004,148836,270,252,4.677233696,0,7,7,0,0,38554,2695,53878,0.050484426,5.96120882,9.47564888,0,0.9221946,26.21448517,39.87659073,0.615984261,-3.312929153,19615,0.364063263,0.280000001,0,0,4,1,0,8,0,7,1,4,0,0,0,25,0.023386169,1260,0.715579629,522
Rougsø,2004,21648,20,29,3.55871892,0,0,0,0,0,5602,528,8149,0.022579458,4.116087914,8.744508743,0,0.263345182,28.44999313,42.52877808,1.354031205,-0.399190098,3586,0.440053999,0.400000006,0,0,0,0,0,0,0,6,0,0,0,0,9,15,0.037059762,302,0.687446296,49
Rudbjerg,2004,11502,7,10,2.854696035,0,0,0,0,0,2442,226,3503,0.025406795,5.482158184,7.326006413,0,0.457322299,29.25863457,43.86411667,1.896374583,-0.556380272,1492,0.425920635,0.384615391,0,0,1,2,0,5,0,5,0,0,0,0,0,13,0.034827292,122,0.697116733,17
Rudkøbing,2004,26538,14,20,3.000750303,0,0,0,0,0,4530,343,6665,0.041260313,4.705176353,8.986796379,0,0.559939981,33.1566391,48.51072693,1.608552098,-0.506376565,2213,0.332033008,0.294117659,0,0,0,0,0,6,0,5,0,4,0,0,2,17,0.059564892,397,0.679669917,34
Ry,2004,15185,61,20,1.822655559,0,0,0,0,0,7532,699,10973,0.027704366,4.523740292,10.49722004,0,0.424040824,18.66244507,35.10744476,1.099152446,-0.099152468,5137,0.468149096,0.333333343,0,0,0,0,0,7,0,5,1,0,0,0,2,15,0.02816003,309,0.686412096,81
Ryslinge,2004,19332,39,14,2.000857592,0,0,0,0,0,4743,439,6997,0.026296984,4.992711067,8.956124306,0,0.76747179,26.3714447,41.34672165,0.727883399,-0.468915254,3162,0.451907963,0.333333343,0,0,0,0,0,5,0,5,1,2,0,0,2,15,0.032585394,228,0.677861929,53
Rødby,2004,47120,45,39,5.868191242,6,10,4,0,0,4629,328,6646,0.043033402,5.776557446,8.768131256,0,0.619169414,37.27836227,51.67755127,1.16099906,-1.925669551,2659,0.400090277,0.333333343,0,0,1,0,0,5,0,5,0,4,0,0,0,15,0.030544689,203,0.696509182,84
Rødding,2004,10433,113,28,2.584456205,0,0,0,0,0,7319,645,10834,0.022706294,4.325180054,8.635960579,0,0.482001096,20.64131355,34.49187851,1.120638728,-0.713217676,4285,0.395514131,0.315789461,0,0,1,0,0,12,0,6,0,0,0,0,0,19,0.022890899,248,0.675558448,141
Rødekro,2004,23059,127,34,2.928005457,0,1,1,0,0,8011,698,11612,0.032810885,3.950051785,8.69669342,0,0.728815019,21.11910057,35.06708527,0.987168431,-0.414743364,4397,0.378659993,0.70588237,0,0,1,0,0,4,0,12,0,0,0,0,0,17,0.032380298,376,0.689889789,161
Rødovre,2004,142366,378,85,2.335742235,1,5,4,1,2.75E-05,24933,1629,36391,0.060234673,4.956307888,9.737077713,0,1.144376397,30.44854546,46.32923126,0.654777288,-0.611854553,11484,0.31557253,0.526315808,0,0,1,2,0,3,0,10,1,2,0,0,0,19,0.031930972,1162,0.685141921,463
Rønde,2004,13192,36,14,1.988353848,0,0,0,0,0,4815,402,7041,0.036216445,4.218861103,9.653316498,0,0.372674346,23.09558296,37.89461899,1.084931135,-0.530748487,2585,0.367135346,0.384615391,0,0,0,0,0,5,0,5,1,0,0,0,2,13,0.033091892,233,0.683851719,50
Rønnede,2004,20388,60,12,1.655857563,1,2,1,0,0,5140,487,7247,0.02952946,5.581620216,8.660135269,0,0.744583964,23.20422173,38.61156464,0.942182958,-0.521181166,2977,0.410790682,0.333333343,0,0,1,1,0,7,0,5,0,0,0,0,1,15,0.026217746,190,0.709259033,72
Sakskøbing,2004,27311,64,39,4.156896591,0,2,2,0,0,6460,488,9382,0.029311448,4.037518501,7.223619461,0,0.885205686,28.4979744,41.22074127,0.884779394,-0.308356434,3710,0.395438075,0.470588237,0,0,2,1,0,5,0,8,0,1,0,0,0,17,0.034107868,320,0.688552558,103
Sallingsund,2004,7525,5,7,1.143977761,0,0,0,0,0,4102,355,6119,0.021735577,4.393528461,9.352018356,0,0.725935638,21.53538132,37.0308876,1.389279246,-0.365255773,2489,0.406765819,0.307692319,0,0,2,1,0,5,0,4,1,0,0,0,0,13,0.028109169,172,0.670370996,12
Samsø,2004,9353,6,16,3.812247038,0,0,0,0,0,2775,242,4197,0.022873482,4.941625118,7.592804432,0,0.687634051,27.80652809,41.29711533,1.030021429,-0.761496305,1568,0.373600185,0.15384616,0,0,4,0,0,3,0,2,0,2,0,0,2,13,0.053609721,225,0.661186576,22
Sejlflod,2004,21200,45,16,1.701946616,0,0,0,0,0,6445,506,9401,0.021806192,4.061163902,9.10488224,0,0.675247312,23.37166214,37.36272812,0.755664289,-0.605893016,3478,0.369960636,0.470588237,0,0,0,1,0,4,0,8,0,0,0,0,4,17,0.044676099,420,0.685565352,61
Silkeborg,2004,153447,198,131,2.406451464,1,10,9,2,3.67E-05,38319,2830,54437,0.033010636,3.802964926,8.778624535,0,0.577236056,25.59042549,38.75893402,0.787130058,-0.777449191,21358,0.392343432,0.380952388,0,0,2,1,0,8,0,8,0,2,0,0,0,21,0.032808568,1786,0.703914642,329
Sindal,2004,22820,48,19,2.013992071,0,0,0,0,0,6353,556,9434,0.026499894,3.843862534,9.306868553,0,0.617765546,22.84301376,37.72472,1.331672668,-0.21846512,3875,0.410748363,0.352941185,0,0,0,0,0,10,0,6,0,0,0,0,1,17,0.043989822,415,0.673415303,67
Skagen,2004,20094,40,46,3.824727535,0,0,0,0,0,8568,590,12027,0.022116903,4.962667465,8.623514175,0,0.996092141,26.72520256,40.4744339,0.772262394,-1.605304718,5173,0.430115581,0.411764711,0,0,1,0,0,9,0,7,0,0,0,0,0,17,0.049970899,601,0.712397099,86
Skanderborg,2004,53286,87,65,2.964517117,0,1,1,0,0,15424,1091,21926,0.034479614,3.298686504,9.79791069,0,0.573155165,23.60220718,37.49822235,0.838456631,-0.612195551,8699,0.396743596,0.315789461,0,0,1,1,0,10,0,6,0,1,0,0,0,19,0.025677279,563,0.703457057,152
Skibby,2004,16279,20,31,4.63794136,0,1,1,0,0,4837,371,6684,0.022591263,5.597396851,8.975613594,0,0.543387175,27.52019691,43.20481873,1.375972509,-0.807749867,2588,0.387193292,0.384615391,0,0,1,0,0,5,0,5,0,1,0,0,1,13,0.023488929,157,0.723668456,51
Skive,2004,66105,49,90,3.205813169,0,2,2,0,0,19723,1279,28074,0.031523831,4.109139919,8.043527603,0,0.919712186,25.01681328,38.12563324,1.116050482,-1.079611063,10563,0.376255602,0.428571433,0,0,3,2,0,5,0,9,1,1,0,0,0,21,0.02931538,823,0.702536166,139
Skjern,2004,14397,61,20,1.533036947,0,11,11,0,0,8720,671,13046,0.026521539,3.72344017,7.959067822,0,0.440671474,20.85880661,34.06323624,1.139582992,-0.058332056,5143,0.394220442,0.238095239,0,3,1,0,0,12,0,5,0,0,0,0,0,21,0.021155911,276,0.668404102,81
Skovbo,2004,31896,88,20,1.382743359,0,0,0,0,0,10257,819,14464,0.024681969,4.448562145,9.923464775,0,0.318238378,21.05192184,36.20865631,0.831927538,-0.365459085,5365,0.370920897,0.235294119,0,0,1,1,0,7,0,4,0,1,0,0,3,17,0.02392146,346,0.709139943,108
Skælskør,2004,43050,51,27,2.269098282,0,1,1,0,0,8185,671,11899,0.034288596,4.847550392,9.134633064,0,0.95966047,26.12530518,42.32069778,1.649886489,-0.39633584,4188,0.351962358,0.200000003,0,0,1,1,0,6,0,3,1,3,0,0,0,15,0.043869231,522,0.687872946,78
Skærbæk,2004,9305,27,30,4.092769146,0,3,3,0,0,5062,492,7330,0.042019099,4.382537365,8.79372406,0,0.270122796,23.54051781,37.12810516,1.172578454,-1.031377912,3347,0.45661664,0.352941185,0,0,1,0,0,9,0,6,0,0,0,0,1,17,0.030286495,222,0.690586627,57
Skævinge,2004,7506,23,15,2.548419952,0,0,0,0,0,4116,338,5886,0.031430513,5.576452732,11.28814125,0,0.532449901,20.03618813,38.04417419,1.312096477,-0.701155305,2191,0.372239202,0.181818187,0,0,5,0,0,4,0,2,0,0,0,0,0,11,0.018518519,109,0.699286461,38
Skørping,2004,19870,68,19,1.938973308,0,0,0,0,0,6690,587,9799,0.030411266,4.687314987,9.332279205,0,0.876824141,22.2994175,37.51280594,0.790999055,-0.474027961,4117,0.420144916,0.352941185,0,0,0,1,0,7,0,6,1,1,0,0,1,17,0.038575366,378,0.682722747,87
Slagelse,2004,120188,364,232,6.266713619,0,29,29,2,5.40E-05,26272,1703,37021,0.059506766,4.082736969,8.317144394,0,0.818103254,27.67367172,41.44920349,0.987223446,-0.429675043,11833,0.319629401,0.428571433,0,0,2,2,0,4,0,9,0,1,0,0,3,21,0.039275005,1454,0.709651291,596
Slangerup,2004,15659,101,19,2.071521997,0,0,0,0,0,6441,431,9172,0.031726994,4.854557514,10.64969444,0,1.301788092,20.85139465,37.55102539,0.966528594,-1.072939396,2928,0.319232434,0.230769232,0,0,1,1,0,7,0,3,0,1,0,0,0,13,0.018861754,173,0.702245951,120
Solrød,2004,39637,185,30,1.474998832,0,1,1,0,0,14679,1046,20339,0.032597471,4.254929066,9.883229256,0,0.812920988,18.21417046,33.7702446,0.623285294,-0.018289985,7128,0.350459695,0.13333334,0,0,1,1,0,8,0,2,0,1,0,0,2,15,0.026254978,534,0.721716881,215
Sorø,2004,37181,63,34,2.217584133,0,4,4,0,0,10613,876,15332,0.029154709,3.895317078,8.786329269,0,0.298721641,25.35676956,38.82905197,1.075724006,-0.583811641,5368,0.350117415,0.529411793,0,0,1,0,0,6,0,9,0,1,0,0,0,17,0.026480563,406,0.692212343,97
Spøttrup,2004,8487,8,18,2.263012409,0,0,0,0,0,5378,531,7954,0.0164697,3.654890537,9.839325905,0,0.594920814,21.50465202,36.29318619,1.140306711,-0.44091022,3579,0.449962288,0.400000006,0,0,0,0,0,6,0,6,3,0,0,0,0,15,0.026904702,214,0.676137805,26
Stenlille,2004,12474,20,18,3.26560235,0,0,0,0,0,3895,336,5512,0.019775037,4.563135147,10.18922329,0,0.634796798,25.78011703,41.94430161,0.982583463,-0.20555152,1773,0.32166183,0.15384616,0,0,0,1,0,6,0,2,0,0,0,0,4,13,0.032111757,177,0.706640065,38
Stenløse,2004,23639,117,32,2.413819075,0,3,3,0,0,9432,713,13257,0.02979558,5.560081482,10.30798817,0,1.155314207,21.63536263,39.08116531,0.655653596,-0.23323527,4746,0.357999533,0.200000003,0,0,3,0,0,8,0,3,0,1,0,0,0,15,0.020366598,270,0.711473167,149
Stevns,2004,29923,41,41,3.602812052,0,0,0,0,0,7968,684,11380,0.029613357,4.050439358,8.570650101,0,0.506326914,24.6289978,38.27556992,1.319771528,-0.800615132,4553,0.400087863,0.352941185,0,0,2,1,0,7,0,6,0,1,0,0,0,17,0.031282954,356,0.700175762,82
Struer,2004,48110,72,48,2.482287884,0,4,4,0,0,13537,1073,19337,0.033562601,3.819516897,8.347572327,0,0.484097838,22.26860428,35.82556915,1.120546103,-0.214769617,7384,0.381858617,0.421052635,0,0,1,1,0,8,0,8,0,1,0,0,0,19,0.033510886,648,0.700056911,120
Stubbekøbing,2004,21550,15,17,2.497796059,0,0,0,0,0,4618,404,6806,0.025565678,4.534821987,7.563767433,0,0.594328523,26.59021378,39.99015427,1.298119307,-0.591096103,2615,0.384219795,0.454545468,0,0,1,0,0,3,0,5,0,0,0,0,2,11,0.03379371,230,0.678518951,32
Støvring,2004,16809,64,15,1.162610531,0,0,0,0,0,8868,757,12902,0.025654938,3.716090441,9.948302269,0,0.389939547,18.56867218,33.52402878,1.228646755,-0.327623636,6034,0.467679441,0.263157904,0,0,0,1,0,11,0,5,1,0,0,0,1,19,0.036195938,467,0.687335312,79
Sundeved,2004,8612,16,5,0.955474854,0,1,1,0,0,3599,320,5233,0.028473152,4.407605648,9.474297523,0,0.346264094,18.65411758,33.86050034,1.301547885,-0.323332697,2358,0.450601935,0.230769232,0,0,0,0,0,3,0,3,0,0,0,0,7,13,0.025606727,134,0.687750816,21
Sundsøre,2004,7664,12,7,1.07230401,0,0,0,0,0,4375,415,6528,0.023284314,4.594822407,8.652113914,0,0.604626238,21.96032524,37.03216934,1.756433845,-0.536151946,2970,0.454963237,0.333333343,0,0,0,0,0,9,0,5,1,0,0,0,0,15,0.028186275,184,0.670189977,19
Suså,2004,20654,40,12,1.450676918,0,0,0,0,0,5798,500,8272,0.022001933,3.821083069,9.433027267,0,0.599975824,22.94970894,37.34840393,0.985251427,-0.440643132,2869,0.346832693,0.600000024,0,0,1,0,0,5,0,9,0,0,0,0,0,15,0.025749516,213,0.700918734,52
Svendborg,2004,143938,134,149,3.455873728,0,0,0,0,0,30320,2335,43115,0.040635511,4.744613171,8.022289276,0,0.600417495,29.46190453,42.71691895,0.704348862,-0.816653132,18032,0.418230325,0.380952388,0,0,3,1,0,5,0,8,1,2,0,0,1,21,0.036298271,1565,0.703235507,283
Svinninge,2004,18413,51,11,1.681442976,0,0,0,0,0,4563,358,6542,0.030877408,4.636044025,9.697493553,0,0.24610211,24.65010643,39.37312698,0.88489759,-0.741516352,2903,0.443748087,0.230769232,0,0,1,0,0,6,0,3,2,1,0,0,0,13,0.031794559,208,0.697493136,62
Sydals,2004,8930,7,8,1.229445219,0,0,0,0,0,4408,408,6507,0.035961274,3.939603567,9.240509987,0,0.639004171,20.65775299,35.22729492,1.359151721,-0.608729064,2749,0.422468126,0.230769232,0,0,2,0,0,3,0,3,0,0,0,0,5,13,0.023820501,155,0.677424312,15
Sydfalster,2004,15172,12,26,3.703703642,2,17,15,0,0,4977,364,7020,0.030769231,3.873646736,7.45868969,0,0.706125379,22.87635422,35.82834625,1.037321925,-0.123789176,2668,0.380056977,0.200000003,0,0,8,0,0,3,0,3,0,1,0,0,0,15,0.033475783,235,0.708974361,38
Sydlangeland,2004,5882,8,10,2.42306757,0,0,0,0,0,2789,262,4127,0.024715289,5.227041245,8.188272476,0,0.551974773,25.42016029,40.26169205,1.444390655,-0.570147812,1588,0.384783149,0.07692308,0,0,0,0,0,3,0,1,1,0,0,0,8,13,0.044584446,184,0.675793529,18
Sydthy,2004,21317,28,12,1.057455063,0,0,0,0,0,7559,725,11348,0.027229467,4.188227177,8.380243301,0,0.619404316,25.21043396,39.07005692,1.297056794,-0.625308454,5243,0.462019742,0.210526317,0,1,4,0,0,6,0,4,0,1,0,0,3,19,0.020796616,236,0.666108549,40
Sæby,2004,41379,75,29,1.613890648,0,0,0,0,0,12354,1104,17969,0.025766598,3.946240664,7.91463089,0,0.582837105,24.83165359,37.25315857,1.283822179,-1.306027055,7762,0.431966156,0.238095239,0,1,1,0,0,8,0,5,0,0,0,0,6,21,0.038955979,700,0.687517405,104
Søllerød,2004,50483,264,31,0.97998929,0,1,1,0,0,20644,2438,31633,0.055543263,4.368570805,9.870325089,0,1.230423927,21.18891716,36.9180603,0.802864075,-0.543040514,12201,0.385704815,0.13333334,0,0,3,0,0,8,0,2,1,1,0,0,0,15,0.018556571,587,0.652609646,295
Sønderborg,2004,116505,119,155,5.122781754,0,12,12,1,3.31E-05,21252,1497,30257,0.074329905,4.12212038,7.559771061,0,0.645933151,26.7209568,39.52807617,0.935419917,-0.456125855,10728,0.354562581,0.380952388,0,0,1,1,0,9,0,8,1,1,0,0,0,21,0.03556202,1076,0.702382922,274
Sønderhald,2004,15611,40,13,1.555209994,0,0,0,0,0,5676,399,8359,0.018782152,4.171671391,9.112573624,0,0.086852491,22.61059952,36.94102097,1.168201923,-0.208876655,3388,0.405311644,0.466666669,0,0,1,0,0,7,0,7,0,0,0,0,0,15,0.036726881,307,0.679028571,53
Søndersø,2004,22879,105,29,2.578006744,0,0,0,0,0,7833,594,11249,0.021335229,3.741488218,9.854298592,0,0.625122249,23.09627533,37.51382446,0.693483889,-0.496844172,4860,0.432038397,0.400000006,0,0,1,1,0,6,0,6,0,1,0,0,0,15,0.031113876,350,0.69632858,134
Them,2004,10595,40,11,1.587301612,0,0,0,0,0,4822,478,6930,0.031313132,4.662770748,10.1330452,0,0.694805205,19.40461731,35.62380981,1.25959599,-0.531024516,2977,0.429581523,0.272727281,0,0,0,0,0,5,0,3,0,1,0,0,2,11,0.032756131,227,0.695815325,51
Thisted,2004,55124,74,73,2.481811523,0,2,2,1,3.40E-05,20069,1655,29414,0.030291697,3.406949043,8.678248405,0,0.531039655,24.29298973,37.06336975,0.98986876,-0.835724473,12454,0.423403829,0.285714298,0,1,3,1,0,7,0,6,0,2,0,0,1,21,0.022642279,666,0.68229413,147
Thyborøn-Harboøre,2004,4241,4,7,1.463516593,0,1,1,0,0,3311,304,4783,0.023416266,5.538992405,9.686598778,0,0.505540431,23.77336311,39.22998047,1.130043864,-1.404557824,2072,0.433200926,0.384615391,0,0,0,0,0,2,0,5,0,0,0,0,6,13,0.038260505,183,0.692243338,11
Thyholm,2004,4759,11,23,6.406685352,0,0,0,0,0,2419,241,3590,0.015598886,5.250139236,7.221169949,0,0.699442923,21.83036232,36.10585022,1.360724211,-0.255988866,1896,0.52813369,0.363636374,0,0,3,0,0,4,0,4,0,0,0,0,0,11,0.032033425,115,0.673816144,34
Tinglev,2004,19726,39,29,2.840909243,0,0,0,0,0,7028,706,10208,0.067692004,4.246473312,8.803487778,0,0.448275864,23.94612122,37.8207283,1.094925523,-0.71855408,4596,0.450235099,0.235294119,0,1,1,1,0,7,0,4,0,0,3,0,0,17,0.032719437,334,0.688479602,68
Tjele,2004,22021,38,6,0.702000678,0,0,0,0,0,5721,539,8547,0.032526031,3.640224695,8.641511917,0,0.487773478,22.8112793,36.17760468,1.01661396,-0.419796407,3545,0.414765418,0.200000003,0,0,0,0,0,7,0,3,0,1,0,0,4,15,0.023985025,205,0.669357657,44
Tommerup,2004,15015,58,20,2.565747261,0,1,1,0,0,5352,438,7795,0.018345093,3.945349693,9.600384712,0,0.306863368,22.19307327,36.07427979,0.683899939,-0.655291855,3353,0.430147529,0.533333361,0,0,1,0,0,5,0,8,0,1,0,0,0,15,0.029890956,233,0.68659395,78
Tornved,2004,26994,66,19,2.084247589,0,0,0,0,0,6247,578,9116,0.031483106,4.230803013,9.801667213,0,0.307371646,27.79837608,42.04508591,0.760092139,-0.853225112,3338,0.366169363,0.400000006,0,0,1,0,0,8,0,6,0,0,0,0,0,15,0.035870995,327,0.685278654,85
Tranekær,2004,8132,8,11,3.136584044,0,0,0,1,0.000285144,2307,193,3507,0.030795552,4.631023884,8.11434269,0,0.52865696,28.92500687,42.43484497,0.65326488,-0.417450815,1224,0.349016249,0.363636374,0,0,1,1,0,5,0,4,0,0,0,0,0,11,0.043627031,153,0.657827199,19
Trehøje,2004,6682,21,17,1.709917545,0,0,0,0,0,6688,599,9942,0.023335345,3.081673622,9.769161224,0,0.343391657,18.82709694,33.04586792,1.152987361,-0.128444985,4277,0.430195123,0.176470593,0,2,0,0,0,10,0,3,0,0,0,0,2,17,0.019714342,196,0.672701657,38
Trundholm,2004,37418,62,31,2.740452528,0,1,1,0,0,7964,642,11312,0.024840876,4.306930542,8.708274841,0,0.872966766,30.99814415,45.48629761,0.899487257,-0.299504936,4559,0.403023332,0.235294119,0,0,1,1,0,7,0,4,2,1,0,0,1,17,0.029260961,331,0.70403111,93
Tårnby,2004,96063,165,106,2.681168556,14,28,14,0,0,27521,1873,39535,0.046338689,3.462729216,8.90246582,0,1.287795663,23.8331356,37.45938873,0.462020993,-0.488756806,13369,0.338156074,0.588235319,0,0,1,1,0,3,0,10,0,2,0,0,0,17,0.029821677,1179,0.696117342,271
Tølløse,2004,28769,54,19,1.947120309,0,0,0,0,0,6885,622,9758,0.030846484,4.150543213,8.816662788,0,0.414019257,24.23672867,37.920578,0.991596639,-0.688973129,4063,0.416376293,0.266666681,0,0,1,1,0,6,0,4,2,1,0,0,0,15,0.032178726,314,0.70557493,73
Tønder,2004,44544,38,45,3.586228848,1,2,1,0,0,8663,742,12548,0.052837107,4.124880314,8.29797554,0,0.708718538,25.11667252,38.77271271,1.181622624,-0.657156527,5494,0.437838703,0.285714298,0,0,3,0,0,8,0,6,0,1,1,0,2,21,0.031718202,398,0.690388918,83
